item,itemLabel,position,positionLabel,start,psid
Q109828321,Jeanette Gustafsdotter,Q18176984,Minister for Culture of Sweden,2021-11-30,Q109828321-a6c7c7ab-40f3-6f9a-d0da-38f7d175e899
Q18202413,Anna-Caren Sätherberg,Q10686194,Minister for Rural Affairs,2021-11-30,Q18202413-080D996F-C27E-4907-83A9-A76F2B79D45A
Q18243775,Ann Linde,Q1749063,Minister for Foreign Affairs of Sweden,2019-09-10,Q18243775-9bfb706a-43e3-ef81-d758-57436bebce9b
Q18451082,Ida Karkiainen,Q10686046,Minister of Civil Affairs,2021-11-30,Q18451082-4832BEDE-9196-4FEB-B6FF-496BED8553FA
Q19976668,Max Elger,Q17103474,Minister for Financial Markets,2021-11-30,Q19976668-F2D77A60-D1C3-465A-815D-1134922E0EF4
Q23915324,Lina Axelsson Kihlblom,Q10670469,Minister of Primary Education,2021-11-30,Q23915324-04C3C14A-CEFD-40C6-99E3-7F1474581FB9
Q2494607,Karl-Petter Thorwaldsson,Q10686220,Minister for Enterprise,2021-11-30,Q2494607-F2A0A867-CFA4-4924-AC61-8B157C1E1012
Q3370162,Peter Hultqvist,Q920108,Minister for Defence,2014-10-03,Q3370162-73F8DB2F-E3E2-45A5-8036-E602F4E071CC
Q3372917,Mikael Damberg,Q6865835,Sweden's Minister for Finance,2021-11-30,Q3372917-08BA08BE-8DF4-4FE4-A8DC-C75EB689810C
Q3373058,Matilda Ernkrans,Q10686038,Minister for International Development Cooperation,2021-11-30,Q3373058-C26E226E-9A0D-4B71-9BEC-4B1D3930071B
Q3375050,Anders Ygeman,Q18183298,Minister for Migration,2021-11-30,Q3375050-C2438758-FE7D-41AB-94BC-D0C9CC6636C9
Q3375050,Anders Ygeman,Q6865890,Minister for Integration,2021-11-30,Q3375050-48F980B2-351C-4929-B522-0341CBF76331
Q3431836,Lena Hallengren,Q10686247,Minister for Social Affairs,2019-01-21,Q3431836-b66ce43c-4800-691b-06c7-40ef8dbabdde
Q4787806,Ardalan Shekarabi,Q18246318,Minister for Social Security,2019-10-01,Q4787806-dc5e2b25-4865-1ec6-843f-9fc1866ba1d7
Q4935873,Magdalena Andersson,Q687075,Prime Minister of Sweden,2021-11-30,Q4935873-6c58c423-4747-4c12-5f85-b78fc4aa672d
Q4946204,Anna Ekström,Q10686263,Minister for Education and Science,2019-01-21,Q4946204-4a7aa1d2-4b3d-3608-dd0c-720f29e20df8
Q4970111,Eva Nordmark,Q10686032,Minister of Employment,2019-09-10,Q4970111-074b6d87-4b3d-da94-f1ad-d0810133ec89
Q4970111,Eva Nordmark,Q6865858,Minister for Gender Equality Affairs,2021-11-30,Q4970111-C014E67F-BED5-49C2-916F-9279A60A6DAA
Q4980750,Annika Strandhäll,Q10686216,Minister for the Environment,2021-11-30,Q4980750-C558BABE-AECA-4B75-866E-657DB5B23BD6
Q4980750,Annika Strandhäll,Q39074196,Minister for the Climate,2021-11-30,Q4980750-7861400E-4D97-4422-87A7-E17F614167F2
Q5615474,Hans Dahlgren,Q6865819,Minister for EU Affairs,2021-07-09,Q5615474-68e23b98-4cf7-6341-3998-059b44e5f230
Q5711551,Tomas Eneroth,Q10686169,Minister for Communications and Regional Policy,2017-07-27,Q5711551-364f647a-47ea-6c44-a3e1-ae9d399c6c6a
Q5887217,Morgan Johansson,Q10686171,Minister for Domestic Affairs,2021-11-30,Q5887217-F839055A-05F0-4AC4-9F32-EE5CC272B10C
Q5887217,Morgan Johansson,Q3315958,Minister for Justice,2014-10-03,Q5887217-f2433fc4-401c-30ab-58df-89798df449e5
Q63533075,Khashayar Farmanbar,Q19975875,Minister for Information Technology,2021-11-30,Q63533075-8D8EB2DA-05B4-4F33-B6B4-2F3E3246CA2C
Q63533075,Khashayar Farmanbar,Q3612254,Minister for Energy,2021-11-30,Q63533075-E7C5CBDA-CC49-4840-8950-06608EF11554
Q63975305,Johan Danielsson,Q10686041,Minister for Housing,2021-11-30,Q63975305-4C0F39FA-FA02-4C9B-B771-3910E8624835
Q67207189,Anna Hallberg,Q10686108,Minister of Trade,2019-09-10,Q67207189-43d08653-4f1d-346b-26ac-36d0ddb7c7a2
Q67207189,Anna Hallberg,Q4806239,Minister for Nordic Cooperation,2019-09-10,Q67207189-D75DFB3E-B434-4431-A5F0-BEAF41F42305
